priority,doc_type,doc_id,permit_num,code,cost,sqft,issue_date,name,description
4,other_pdf,98851,12COM-00756,NEWC,800000,0,2012-08-16T00:00:00,cpscanner at cityofno.com_20120929_024322.pdf,"Work Descripton: Construct 2244 sq ft Fast-food restaurant with Drive-thru window as per plans.

Historical Import Type: Permits Commercial New NA
User: EHORAN
Tracking: 86149106931
Status: Zone. Plan Reviewed w/Comments
Status Date: 6/6/2012 12:00:00 AM

Owner: B&G Food Enterprises LLC
Owner Address: Po Drawer 3608, Morgan City, LA 70381
Owner Edited By: 6/6/2012 by EHORAN"
4,other_pdf,151870,12COM-00756,NEWC,800000,0,2012-08-16T00:00:00,HPSC0117.pdf,"Work Descripton: Construct 2244 sq ft Fast-food restaurant with Drive-thru window as per plans.

Historical Import Type: Permits Commercial New NA
User: EHORAN
Tracking: 86149106931
Status: Zone. Plan Reviewed w/Comments
Status Date: 6/6/2012 12:00:00 AM

Owner: B&G Food Enterprises LLC
Owner Address: Po Drawer 3608, Morgan City, LA 70381
Owner Edited By: 6/6/2012 by EHORAN"
4,other_pdf,151871,12COM-00756,NEWC,800000,0,2012-08-16T00:00:00,HPSC0118.pdf,"Work Descripton: Construct 2244 sq ft Fast-food restaurant with Drive-thru window as per plans.

Historical Import Type: Permits Commercial New NA
User: EHORAN
Tracking: 86149106931
Status: Zone. Plan Reviewed w/Comments
Status Date: 6/6/2012 12:00:00 AM

Owner: B&G Food Enterprises LLC
Owner Address: Po Drawer 3608, Morgan City, LA 70381
Owner Edited By: 6/6/2012 by EHORAN"
4,other_pdf,990187,12COM-00756,NEWC,800000,0,2012-08-16T00:00:00,2800 S. Claiborne Ave 12com-00756 Inspection record.pdf,"Work Descripton: Construct 2244 sq ft Fast-food restaurant with Drive-thru window as per plans.

Historical Import Type: Permits Commercial New NA
User: EHORAN
Tracking: 86149106931
Status: Zone. Plan Reviewed w/Comments
Status Date: 6/6/2012 12:00:00 AM

Owner: B&G Food Enterprises LLC
Owner Address: Po Drawer 3608, Morgan City, LA 70381
Owner Edited By: 6/6/2012 by EHORAN"
4,other_pdf,62297,12COM-00836,NEWC,25275000,970000,2012-11-07T00:00:00,2300 Dumaine St.pdf,Work Descripton: NEW CONSTRUCTION OF A 3-STORY SCHOOL(PHILLIS WHEATLEY SCHOOL) AS PER PLANS.
4,other_pdf,129736,12COM-00836,NEWC,25275000,970000,2012-11-07T00:00:00,2300 DUMAINE ST.pdf,Work Descripton: NEW CONSTRUCTION OF A 3-STORY SCHOOL(PHILLIS WHEATLEY SCHOOL) AS PER PLANS.
4,other_pdf,1132672,12COM-00836,NEWC,25275000,970000,2012-11-07T00:00:00,2300 DUMAINE_TEMP POWER.pdf,Work Descripton: NEW CONSTRUCTION OF A 3-STORY SCHOOL(PHILLIS WHEATLEY SCHOOL) AS PER PLANS.
4,other_pdf,1410783,12COM-00836,NEWC,25275000,970000,2012-11-07T00:00:00,final - 2300 dumaine - 08012014.pdf,Work Descripton: NEW CONSTRUCTION OF A 3-STORY SCHOOL(PHILLIS WHEATLEY SCHOOL) AS PER PLANS.
4,other_pdf,1410784,12COM-00836,NEWC,25275000,970000,2012-11-07T00:00:00,sfm - 2300 dumaine.pdf,Work Descripton: NEW CONSTRUCTION OF A 3-STORY SCHOOL(PHILLIS WHEATLEY SCHOOL) AS PER PLANS.
4,other_pdf,1410785,12COM-00836,NEWC,25275000,970000,2012-11-07T00:00:00,health - 2300 dumaine.pdf,Work Descripton: NEW CONSTRUCTION OF A 3-STORY SCHOOL(PHILLIS WHEATLEY SCHOOL) AS PER PLANS.
4,other_pdf,1560879,12COM-00836,NEWC,25275000,970000,2012-11-07T00:00:00,final sfm - 2300 dumaine.pdf,Work Descripton: NEW CONSTRUCTION OF A 3-STORY SCHOOL(PHILLIS WHEATLEY SCHOOL) AS PER PLANS.
4,other_pdf,794085,13-00030-NEWC,NEWC,145832,6080,2013-03-22T00:00:00,13-00030-NEWC.pdf,Install a 6080 sq ft modular classroom room building at existing school as per plans.
4,other_pdf,841029,13-00280-NEWC,NEWC,675000,5699,2014-01-07T00:00:00,SKMBT_60013052114220.pdf,Construct 1-story 4958 sq ft dental clinic as per plans and ZD 078-13. Signs require a separate permit.
4,other_pdf,841030,13-00280-NEWC,NEWC,675000,5699,2014-01-07T00:00:00,2010-01-13 Pile compression load test.pdf,Construct 1-story 4958 sq ft dental clinic as per plans and ZD 078-13. Signs require a separate permit.
4,other_pdf,1101976,13-00280-NEWC,NEWC,675000,5699,2014-01-07T00:00:00,13-00280-NEWC.pdf,Construct 1-story 4958 sq ft dental clinic as per plans and ZD 078-13. Signs require a separate permit.
4,other_pdf,1614014,13-00280-NEWC,NEWC,675000,5699,2014-01-07T00:00:00,temp power-6264 canal-12302014.pdf,Construct 1-story 4958 sq ft dental clinic as per plans and ZD 078-13. Signs require a separate permit.
4,other_pdf,1664796,13-00280-NEWC,NEWC,675000,5699,2014-01-07T00:00:00,TCO-6264 canal-02042015.pdf,Construct 1-story 4958 sq ft dental clinic as per plans and ZD 078-13. Signs require a separate permit.
4,other_pdf,1664808,13-00280-NEWC,NEWC,675000,5699,2014-01-07T00:00:00,PAF 6264 canal.pdf,Construct 1-story 4958 sq ft dental clinic as per plans and ZD 078-13. Signs require a separate permit.
4,other_pdf,1664809,13-00280-NEWC,NEWC,675000,5699,2014-01-07T00:00:00,SFM 6264 canal.pdf,Construct 1-story 4958 sq ft dental clinic as per plans and ZD 078-13. Signs require a separate permit.
4,other_pdf,176721,13-00780-NEWC,NEWC,1123721,4851,2013-03-19T00:00:00,5080 Pontchartrain Bl.pdf,Construct a 4851 sq ft 1-story restaurant as per plans.
4,other_pdf,767672,13-00780-NEWC,NEWC,1123721,4851,2013-03-19T00:00:00,benchmark.pdf,Construct a 4851 sq ft 1-story restaurant as per plans.
4,other_pdf,778599,13-00780-NEWC,NEWC,1123721,4851,2013-03-19T00:00:00,--03132013_00000.pdf,Construct a 4851 sq ft 1-story restaurant as per plans.
4,other_pdf,782708,13-00780-NEWC,NEWC,1123721,4851,2013-03-19T00:00:00,13-00780-NEWC.pdf,Construct a 4851 sq ft 1-story restaurant as per plans.
4,other_pdf,784508,13-00780-NEWC,NEWC,1123721,4851,2013-03-19T00:00:00,5800 Pontchartrain Blvd. 13-00780 Benchmark.pdf,Construct a 4851 sq ft 1-story restaurant as per plans.
4,other_pdf,819002,13-00780-NEWC,NEWC,1123721,4851,2013-03-19T00:00:00,5080 Pontchartrain Blvd. 13-00780 NEWC Piling.pdf,Construct a 4851 sq ft 1-story restaurant as per plans.
4,other_pdf,185258,13-01714-NEWC,NEWC,105000,0,2013-03-20T00:00:00,629 S.CLAIBORNE AVE.pdf,Repacing existing cellular monopole with new 138' monopole due to structural instability as per plans.
4,other_pdf,785476,13-01714-NEWC,NEWC,105000,0,2013-03-20T00:00:00,13-01714-NEWC.pdf,Repacing existing cellular monopole with new 138' monopole due to structural instability as per plans.
4,other_pdf,189171,13-02169-NEWC,NEWC,54650301,0,2013-05-06T00:00:00,6823 St Charles Ave.pdf,New construction of a college football stadium as per plans.
4,other_pdf,203731,13-02169-NEWC,NEWC,54650301,0,2013-05-06T00:00:00,Tulane Stadium Agreement and Settlement Agreement.pdf,New construction of a college football stadium as per plans.
4,other_pdf,203737,13-02169-NEWC,NEWC,54650301,0,2013-05-06T00:00:00,Tulane-Stadium-Agreement_Tulane-Agreement_Traffic-Impact-Analysis_maps.pdf,New construction of a college football stadium as per plans.
4,other_pdf,203738,13-02169-NEWC,NEWC,54650301,0,2013-05-06T00:00:00,Tulane-Stadium-Agreement_Tulane-Agreement_Traffic-Impact-Analysis_appendix.pdf,New construction of a college football stadium as per plans.
4,other_pdf,203739,13-02169-NEWC,NEWC,54650301,0,2013-05-06T00:00:00,Tulane-Stadium-Agreement_Traffic-Impact-Analysis_Venue-Parking and -Traffic and -Transit-and-Pedestrian-Flow-Study.pdf,New construction of a college football stadium as per plans.
4,other_pdf,203741,13-02169-NEWC,NEWC,54650301,0,2013-05-06T00:00:00,Tulane-Stadium-Agreement_Tulane-Agreement_Transporation-and-Circulation-Study_maps.pdf,New construction of a college football stadium as per plans.
4,other_pdf,203742,13-02169-NEWC,NEWC,54650301,0,2013-05-06T00:00:00,Tulane-Stadium-Agreement_Major-Event-Litter-Abatement.pdf,New construction of a college football stadium as per plans.
4,other_pdf,203743,13-02169-NEWC,NEWC,54650301,0,2013-05-06T00:00:00,Tulane-Stadium-Agreement_Tulane-Agreement_Traffic-Impact-Analysis_text.pdf,New construction of a college football stadium as per plans.
4,other_pdf,203744,13-02169-NEWC,NEWC,54650301,0,2013-05-06T00:00:00,Tulane-Stadium-Agreement_Tulane-Agreement_Transporation-and-Circulation-Study_text.pdf,New construction of a college football stadium as per plans.
4,other_pdf,206284,13-02169-NEWC,NEWC,54650301,0,2013-05-06T00:00:00,6823 St Charles Ave - benchmark.pdf,New construction of a college football stadium as per plans.
4,other_pdf,759597,13-02169-NEWC,NEWC,54650301,0,2013-05-06T00:00:00,22061_-_Tulane_University__Test_Pile_Program__Report_No._1__Small_Timber_Piles__Football_Stadium (1).pdf,New construction of a college football stadium as per plans.
4,other_pdf,759598,13-02169-NEWC,NEWC,54650301,0,2013-05-06T00:00:00,22061 - Test Pile Program - Report No. 2 - Large Timber Piles - Tulane University - Football Stadium and NOLA.pdf,New construction of a college football stadium as per plans.
4,other_pdf,759599,13-02169-NEWC,NEWC,54650301,0,2013-05-06T00:00:00,22061_-_Tulane_University__Test_Pile_Program__Report_No._3__Precast_Concrete_Piles.pdf,New construction of a college football stadium as per plans.
4,other_pdf,789967,13-02169-NEWC,NEWC,54650301,0,2013-05-06T00:00:00,2013-03-15 Tulane Stadium CDs - Volume 3.pdf,New construction of a college football stadium as per plans.
4,other_pdf,789970,13-02169-NEWC,NEWC,54650301,0,2013-05-06T00:00:00,2013-03-15 Tulane Stadium CDs - Volume 1.pdf,New construction of a college football stadium as per plans.
4,other_pdf,789971,13-02169-NEWC,NEWC,54650301,0,2013-05-06T00:00:00,2013-03-15 Tulane Stadium CDs - Volume 2.pdf,New construction of a college football stadium as per plans.
4,other_pdf,822600,13-02169-NEWC,NEWC,54650301,0,2013-05-06T00:00:00,Vol 2 Approved.pdf,New construction of a college football stadium as per plans.
4,other_pdf,822601,13-02169-NEWC,NEWC,54650301,0,2013-05-06T00:00:00,Vol 1 Approved.pdf,New construction of a college football stadium as per plans.
4,other_pdf,822602,13-02169-NEWC,NEWC,54650301,0,2013-05-06T00:00:00,Vol 3 Approved.pdf,New construction of a college football stadium as per plans.
4,other_pdf,843698,13-02169-NEWC,NEWC,54650301,0,2013-05-06T00:00:00,13-02169-NEWC.pdf,New construction of a college football stadium as per plans.
4,other_pdf,922347,13-02169-NEWC,NEWC,54650301,0,2013-05-06T00:00:00,6863 St. Charles Ave 13-02169 NEWC Inspection.pdf,New construction of a college football stadium as per plans.
4,other_pdf,1444211,13-02169-NEWC,NEWC,54650301,0,2013-05-06T00:00:00,Tulane Stadium SFM Temporary Occupancy.pdf,New construction of a college football stadium as per plans.
4,other_pdf,1444212,13-02169-NEWC,NEWC,54650301,0,2013-05-06T00:00:00,Tulane Stadium request for temporary occupancy.pdf,New construction of a college football stadium as per plans.
4,other_pdf,1444228,13-02169-NEWC,NEWC,54650301,0,2013-05-06T00:00:00,6823 Tulane temporary occupancy 8_28_14.pdf,New construction of a college football stadium as per plans.
4,other_pdf,1460690,13-02169-NEWC,NEWC,54650301,0,2013-05-06T00:00:00,Tulane Stadium SFM 45 day temporary occupancy.pdf,New construction of a college football stadium as per plans.
4,other_pdf,1704410,13-02169-NEWC,NEWC,54650301,0,2013-05-06T00:00:00,6823 st charles ave.pdf,New construction of a college football stadium as per plans.
4,other_pdf,1727899,13-02169-NEWC,NEWC,54650301,0,2013-05-06T00:00:00,SFM Final Tulane Stadium 2015.03.20.pdf,New construction of a college football stadium as per plans.
4,other_pdf,1052694,13-02267-NEWC,NEWC,35000,0,2013-09-26T00:00:00,13-02267-NEWC.pdf,New gasoline pump canopies as per plans.
4,other_pdf,193651,13-02370-NEWC,NEWC,25600000,0,2013-06-07T00:00:00,211 S Lopez St.pdf,"Construct an elementary school per plans. Building varies from 1-3 floors and is approx. 110,343 sq ft."
4,other_pdf,830524,13-02370-NEWC,NEWC,25600000,0,2013-06-07T00:00:00,211 S Lopez St - benchmark.pdf,"Construct an elementary school per plans. Building varies from 1-3 floors and is approx. 110,343 sq ft."
4,other_pdf,839349,13-02370-NEWC,NEWC,25600000,0,2013-06-07T00:00:00,GENERIC25BW320130517080129.pdf,"Construct an elementary school per plans. Building varies from 1-3 floors and is approx. 110,343 sq ft."
4,other_pdf,841857,13-02370-NEWC,NEWC,25600000,0,2013-06-07T00:00:00,11085_20130514_1A-ResponseTo-CONO-Review.pdf,"Construct an elementary school per plans. Building varies from 1-3 floors and is approx. 110,343 sq ft."
4,other_pdf,866952,13-02370-NEWC,NEWC,25600000,0,2013-06-07T00:00:00,13-02370-NEWC.pdf,"Construct an elementary school per plans. Building varies from 1-3 floors and is approx. 110,343 sq ft."
4,other_pdf,881015,13-02370-NEWC,NEWC,25600000,0,2013-06-07T00:00:00,13-02370 Sketch.pdf,"Construct an elementary school per plans. Building varies from 1-3 floors and is approx. 110,343 sq ft."
4,other_pdf,1193653,13-02370-NEWC,NEWC,25600000,0,2013-06-07T00:00:00,211 S Lopez complaint 4_22_14.pdf,"Construct an elementary school per plans. Building varies from 1-3 floors and is approx. 110,343 sq ft."
4,other_pdf,1196869,13-02370-NEWC,NEWC,25600000,0,2013-06-07T00:00:00,Road-Sidewalk Permit-Fisk Howard School.pdf,"Construct an elementary school per plans. Building varies from 1-3 floors and is approx. 110,343 sq ft."
4,other_pdf,1196871,13-02370-NEWC,NEWC,25600000,0,2013-06-07T00:00:00,11085_NO_20130920_ApprovedResubDocRecorded.pdf,"Construct an elementary school per plans. Building varies from 1-3 floors and is approx. 110,343 sq ft."
4,other_pdf,1196872,13-02370-NEWC,NEWC,25600000,0,2013-06-07T00:00:00,Piling Affidavit.pdf,"Construct an elementary school per plans. Building varies from 1-3 floors and is approx. 110,343 sq ft."
4,other_pdf,1199035,13-02370-NEWC,NEWC,25600000,0,2013-06-07T00:00:00,Fisk Howard revised DPW permit.pdf,"Construct an elementary school per plans. Building varies from 1-3 floors and is approx. 110,343 sq ft."
4,other_pdf,1301160,13-02370-NEWC,NEWC,25600000,0,2013-06-07T00:00:00,211 S Lopez Street 13-02370 Piling.pdf,"Construct an elementary school per plans. Building varies from 1-3 floors and is approx. 110,343 sq ft."
4,other_pdf,1700008,13-02370-NEWC,NEWC,25600000,0,2013-06-07T00:00:00,final - 211 s lopez - 02262015.pdf,"Construct an elementary school per plans. Building varies from 1-3 floors and is approx. 110,343 sq ft."
4,other_pdf,1711486,13-02370-NEWC,NEWC,25600000,0,2013-06-07T00:00:00,health 211 s lopez.pdf,"Construct an elementary school per plans. Building varies from 1-3 floors and is approx. 110,343 sq ft."
4,other_pdf,1711487,13-02370-NEWC,NEWC,25600000,0,2013-06-07T00:00:00,sfm 211 s lopez.pdf,"Construct an elementary school per plans. Building varies from 1-3 floors and is approx. 110,343 sq ft."
4,other_pdf,2442561,13-02370-NEWC,NEWC,25600000,0,2013-06-07T00:00:00,Certificate of Occupancy.pdf,"Construct an elementary school per plans. Building varies from 1-3 floors and is approx. 110,343 sq ft."
4,other_pdf,2475900,13-02370-NEWC,NEWC,25600000,0,2013-06-07T00:00:00,Permit Summary 3.pdf,"Construct an elementary school per plans. Building varies from 1-3 floors and is approx. 110,343 sq ft."
4,other_pdf,195309,13-02849-NEWC,NEWC,49000,0,2013-04-18T00:00:00,700 East Dr.pdf,Construct a 2400 sq ft accessory building as per plans.
4,other_pdf,204193,13-02849-NEWC,NEWC,49000,0,2013-04-18T00:00:00,700 East Drive 13-02849 NEWC Benchmark.pdf,Construct a 2400 sq ft accessory building as per plans.
4,other_pdf,825594,13-02849-NEWC,NEWC,49000,0,2013-04-18T00:00:00,13-02849-NEWC.pdf,Construct a 2400 sq ft accessory building as per plans.
4,other_pdf,196770,13-03011-NEWC,NEWC,275000,3194,2013-04-19T00:00:00,318 Harrison Ave.pdf,"Construct a 2-story 3194 sq ft office building (318 A&B) as pler plans. Signs require a separate permit.(CITY PLANNING APPROVAL REQUIRED DESIGN REVIEW). This permit allows 3 meters (318A, 318B and a 318 House meter)."
4,other_pdf,759735,13-03011-NEWC,NEWC,275000,3194,2013-04-19T00:00:00,318Harrison-BaseFlood.pdf,"Construct a 2-story 3194 sq ft office building (318 A&B) as pler plans. Signs require a separate permit.(CITY PLANNING APPROVAL REQUIRED DESIGN REVIEW). This permit allows 3 meters (318A, 318B and a 318 House meter)."
4,other_pdf,809230,13-03011-NEWC,NEWC,275000,3194,2013-04-19T00:00:00,318Harrison-BaseFlood.pdf,"Construct a 2-story 3194 sq ft office building (318 A&B) as pler plans. Signs require a separate permit.(CITY PLANNING APPROVAL REQUIRED DESIGN REVIEW). This permit allows 3 meters (318A, 318B and a 318 House meter)."
4,other_pdf,809231,13-03011-NEWC,NEWC,275000,3194,2013-04-19T00:00:00,318 Harrison LT.pdf,"Construct a 2-story 3194 sq ft office building (318 A&B) as pler plans. Signs require a separate permit.(CITY PLANNING APPROVAL REQUIRED DESIGN REVIEW). This permit allows 3 meters (318A, 318B and a 318 House meter)."
4,other_pdf,834038,13-03011-NEWC,NEWC,275000,3194,2013-04-19T00:00:00,13-03011-NEWC.pdf,"Construct a 2-story 3194 sq ft office building (318 A&B) as pler plans. Signs require a separate permit.(CITY PLANNING APPROVAL REQUIRED DESIGN REVIEW). This permit allows 3 meters (318A, 318B and a 318 House meter)."
4,other_pdf,922197,13-03011-NEWC,NEWC,275000,3194,2013-04-19T00:00:00,318 Harrison Ave 13-03011 NEWC Inspection record.pdf,"Construct a 2-story 3194 sq ft office building (318 A&B) as pler plans. Signs require a separate permit.(CITY PLANNING APPROVAL REQUIRED DESIGN REVIEW). This permit allows 3 meters (318A, 318B and a 318 House meter)."
4,other_pdf,1004938,13-03011-NEWC,NEWC,275000,3194,2013-04-19T00:00:00,318 Harrison Ave 13-03011 NEWC Inspection record.pdf,"Construct a 2-story 3194 sq ft office building (318 A&B) as pler plans. Signs require a separate permit.(CITY PLANNING APPROVAL REQUIRED DESIGN REVIEW). This permit allows 3 meters (318A, 318B and a 318 House meter)."
4,other_pdf,1004940,13-03011-NEWC,NEWC,275000,3194,2013-04-19T00:00:00,318 Harrison Ave 13-03011 NEWC Inspection record.pdf,"Construct a 2-story 3194 sq ft office building (318 A&B) as pler plans. Signs require a separate permit.(CITY PLANNING APPROVAL REQUIRED DESIGN REVIEW). This permit allows 3 meters (318A, 318B and a 318 House meter)."
4,other_pdf,1072914,13-03011-NEWC,NEWC,275000,3194,2013-04-19T00:00:00,318 Harrison Ave - add of house meter to permit.pdf,"Construct a 2-story 3194 sq ft office building (318 A&B) as pler plans. Signs require a separate permit.(CITY PLANNING APPROVAL REQUIRED DESIGN REVIEW). This permit allows 3 meters (318A, 318B and a 318 House meter)."
4,other_pdf,1072915,13-03011-NEWC,NEWC,275000,3194,2013-04-19T00:00:00,318 Harrison Ave - add of house meter to permit.pdf,"Construct a 2-story 3194 sq ft office building (318 A&B) as pler plans. Signs require a separate permit.(CITY PLANNING APPROVAL REQUIRED DESIGN REVIEW). This permit allows 3 meters (318A, 318B and a 318 House meter)."
4,other_pdf,1119133,13-03011-NEWC,NEWC,275000,3194,2013-04-19T00:00:00,318 Harrison Ave 13-03011 NEWC Inspection record.pdf,"Construct a 2-story 3194 sq ft office building (318 A&B) as pler plans. Signs require a separate permit.(CITY PLANNING APPROVAL REQUIRED DESIGN REVIEW). This permit allows 3 meters (318A, 318B and a 318 House meter)."
4,other_pdf,1177674,13-03011-NEWC,NEWC,275000,3194,2013-04-19T00:00:00,final-318 harrison-04042014.pdf,"Construct a 2-story 3194 sq ft office building (318 A&B) as pler plans. Signs require a separate permit.(CITY PLANNING APPROVAL REQUIRED DESIGN REVIEW). This permit allows 3 meters (318A, 318B and a 318 House meter)."
4,other_pdf,1943449,13-03011-NEWC,NEWC,275000,3194,2013-04-19T00:00:00,Certificate of Occupancy 1.pdf,"Construct a 2-story 3194 sq ft office building (318 A&B) as pler plans. Signs require a separate permit.(CITY PLANNING APPROVAL REQUIRED DESIGN REVIEW). This permit allows 3 meters (318A, 318B and a 318 House meter)."
4,other_pdf,203130,13-03653-NEWC,NEWC,12000,0,2013-07-30T00:00:00,3402 Tulane Ave.pdf,Supplement to 09COM-01430 and 11COM-01690  for new construction of a gasoline/convienience store including a change in the floor plan and elevation per plans.
4,other_pdf,759866,13-03653-NEWC,NEWC,12000,0,2013-07-30T00:00:00,Tulane Permit 2.pdf,Supplement to 09COM-01430 and 11COM-01690  for new construction of a gasoline/convienience store including a change in the floor plan and elevation per plans.
4,other_pdf,1015876,13-03653-NEWC,NEWC,12000,0,2013-07-30T00:00:00,13-03653-NEWC.pdf,Supplement to 09COM-01430 and 11COM-01690  for new construction of a gasoline/convienience store including a change in the floor plan and elevation per plans.
4,other_pdf,203758,13-03814-NEWC,NEWC,336933,0,2013-03-08T00:00:00,6411 Avenue A.pdf,New construction of a 3 story single (2677 sf) with 2 floors of livable area and parking underneath per plans.
4,other_pdf,207763,13-03814-NEWC,NEWC,336933,0,2013-03-08T00:00:00,13-03814 Benchmark.pdf,New construction of a 3 story single (2677 sf) with 2 floors of livable area and parking underneath per plans.
4,other_pdf,764066,13-03814-NEWC,NEWC,336933,0,2013-03-08T00:00:00,Scan_2013-03-04_0006.pdf,New construction of a 3 story single (2677 sf) with 2 floors of livable area and parking underneath per plans.
4,other_pdf,777594,13-03814-NEWC,NEWC,336933,0,2013-03-08T00:00:00,13-03814-NEWC.pdf,New construction of a 3 story single (2677 sf) with 2 floors of livable area and parking underneath per plans.
4,other_pdf,204931,13-04004-NEWC,NEWC,4500000,0,2013-04-18T00:00:00,4000 Norman Mayer ST.pdf,"Construct Mausoleums in existing cemetary: 33,003 sq ft Garden Mausoleum Addition Phase 7 as per plans."
4,other_pdf,834083,13-04004-NEWC,NEWC,4500000,0,2013-04-18T00:00:00,13-04004-NEWC.pdf,"Construct Mausoleums in existing cemetary: 33,003 sq ft Garden Mausoleum Addition Phase 7 as per plans."
4,other_pdf,1975688,13-04004-NEWC,NEWC,4500000,0,2013-04-18T00:00:00,Temporary Certificate of Occupancy 2.pdf,"Construct Mausoleums in existing cemetary: 33,003 sq ft Garden Mausoleum Addition Phase 7 as per plans."
4,other_pdf,1976709,13-04004-NEWC,NEWC,4500000,0,2013-04-18T00:00:00,TCO-4000 norman mayer-09282015.pdf,"Construct Mausoleums in existing cemetary: 33,003 sq ft Garden Mausoleum Addition Phase 7 as per plans."
4,other_pdf,2416111,13-04004-NEWC,NEWC,4500000,0,2013-04-18T00:00:00,Building Permit 1.pdf,"Construct Mausoleums in existing cemetary: 33,003 sq ft Garden Mausoleum Addition Phase 7 as per plans."
4,other_pdf,2422550,13-04004-NEWC,NEWC,4500000,0,2013-04-18T00:00:00,Certificate of Occupancy.pdf,"Construct Mausoleums in existing cemetary: 33,003 sq ft Garden Mausoleum Addition Phase 7 as per plans."
4,other_pdf,751985,13-05012-NEWC,NEWC,236400,0,2013-03-06T00:00:00,6559 Colbert St.pdf,New construction of a 2364 sf 2 story single per plans.
4,other_pdf,777235,13-05012-NEWC,NEWC,236400,0,2013-03-06T00:00:00,13-05012-NEWC.pdf,New construction of a 2364 sf 2 story single per plans.
4,other_pdf,1142122,13-05012-NEWC,NEWC,236400,0,2013-03-06T00:00:00,final-6559 colbert-03072014.pdf,New construction of a 2364 sf 2 story single per plans.
4,other_pdf,753725,13-05216-NEWC,NEWC,4340,0,2013-05-31T00:00:00,7400 Lakeshore Dr.pdf,"Supplement to 12-20480-NEWC for new constructon of a resturant (install 3rd stair off southelevation, relocate cooler to main floor, stairs constructed out of wood,  install 5/8 rock to wood for 1 hour rated wall)  per plans."
4,other_pdf,857776,13-05216-NEWC,NEWC,4340,0,2013-05-31T00:00:00,7400 Lakeshore Dr - Temp CO.pdf,"Supplement to 12-20480-NEWC for new constructon of a resturant (install 3rd stair off southelevation, relocate cooler to main floor, stairs constructed out of wood,  install 5/8 rock to wood for 1 hour rated wall)  per plans."
4,other_pdf,858069,13-05216-NEWC,NEWC,4340,0,2013-05-31T00:00:00,13-05216-NEWC.pdf,"Supplement to 12-20480-NEWC for new constructon of a resturant (install 3rd stair off southelevation, relocate cooler to main floor, stairs constructed out of wood,  install 5/8 rock to wood for 1 hour rated wall)  per plans."
4,other_pdf,859334,13-05216-NEWC,NEWC,4340,0,2013-05-31T00:00:00,final benchmark img011.pdf,"Supplement to 12-20480-NEWC for new constructon of a resturant (install 3rd stair off southelevation, relocate cooler to main floor, stairs constructed out of wood,  install 5/8 rock to wood for 1 hour rated wall)  per plans."
4,other_pdf,859335,13-05216-NEWC,NEWC,4340,0,2013-05-31T00:00:00,final benchmark img012.pdf,"Supplement to 12-20480-NEWC for new constructon of a resturant (install 3rd stair off southelevation, relocate cooler to main floor, stairs constructed out of wood,  install 5/8 rock to wood for 1 hour rated wall)  per plans."
4,other_pdf,758112,13-05787-NEWC,NEWC,231000,583,2013-09-18T00:00:00,1601 Adams St.pdf,Construct new maintenance shed and dumpster enclosure as per plans.
4,other_pdf,777617,13-05787-NEWC,NEWC,231000,583,2013-09-18T00:00:00,1601 Adams Street 13-05787 NEWC Benchmark.pdf,Construct new maintenance shed and dumpster enclosure as per plans.
4,other_pdf,1013137,13-05787-NEWC,NEWC,231000,583,2013-09-18T00:00:00,13-05787-NEWC.pdf,Construct new maintenance shed and dumpster enclosure as per plans.
4,other_pdf,1203693,13-05787-NEWC,NEWC,231000,583,2013-09-18T00:00:00,1601 Adams-final-4.30.2014.pdf,Construct new maintenance shed and dumpster enclosure as per plans.
4,other_pdf,902439,13-06097-NEWC,NEWC,45000,1200,2013-08-21T00:00:00,Preliminary Injunction.pdf,Construct a 1 story 1200 sq ft convienience store as  per plans and 13-05007-HDLC.
4,other_pdf,1180997,13-06097-NEWC,NEWC,45000,1200,2013-08-21T00:00:00,Judgment Affirming BZA Decision.pdf,Construct a 1 story 1200 sq ft convienience store as  per plans and 13-05007-HDLC.
4,other_pdf,770299,13-07333-NEWC,NEWC,31530000,0,2013-10-07T00:00:00,7301 Dwyer Rd.pdf,"Construct a 2-story 106,931 sq ft high school as per plans. (Edward Livingston School)"
4,other_pdf,782815,13-07333-NEWC,NEWC,31530000,0,2013-10-07T00:00:00,ProjNo 2011-0881-0001 - New High School at Edward Livingston School - Specification Book I.pdf,"Construct a 2-story 106,931 sq ft high school as per plans. (Edward Livingston School)"
4,other_pdf,782816,13-07333-NEWC,NEWC,31530000,0,2013-10-07T00:00:00,ProjNo 2011-0881-0001 - New High School at Edward Livingston School - Specification Book II.pdf,"Construct a 2-story 106,931 sq ft high school as per plans. (Edward Livingston School)"
4,other_pdf,782817,13-07333-NEWC,NEWC,31530000,0,2013-10-07T00:00:00,ProjNo 2011-0881-0001 - New High School at Edward Livingston School - Specification Book III.pdf,"Construct a 2-story 106,931 sq ft high school as per plans. (Edward Livingston School)"
4,other_pdf,842241,13-07333-NEWC,NEWC,31530000,0,2013-10-07T00:00:00,13-07333-NEWC - Preliminary Review Comments Reply - Livingston School.pdf,"Construct a 2-story 106,931 sq ft high school as per plans. (Edward Livingston School)"
4,other_pdf,977854,13-07333-NEWC,NEWC,31530000,0,2013-10-07T00:00:00,Livingston School CPC.pdf,"Construct a 2-story 106,931 sq ft high school as per plans. (Edward Livingston School)"
