doc_id,permit_num,code,tier,score,name,description,reasons
8735285,24-03919-NEWC,NEWC,strict,115,1241 N Rampart - Design Review APPROVAL - Stamped Plans 6.9.25.pdf,New construction of a 2 story 9900 sq. ft. hotel with four suites. All work to be done as per plans. Pool is required to have a separate pool permit.,strict primary-plan filename | relevant permit scope
8411264,24-16695-NEWC,NEWC,strict,115,1304 Saint Charles - RCC Stamped.pdf,"A NEW CONSTRUCTION 5-STORY, 14,737SF MIXED-USE STRUCTURE, WHICH INCLUDES: WHITE BOX FOR FUTURE RETAIL TENANT, (4) SINGLE FAMILY RESIDENTIAL UNITS, AND A ROOFTOP POOL DECK. ALL WORK TO BE DONE AS PER PLANS. POOL REQUIRES SEPARATE POOL PERMIT *FINAL INSPECTION* Final FEMA elevation certificate +5.2 NAVD. Areas below the BFE of +5.2 NAVD can only be used for storage, parking, or access and must contain compliant flood vents and flood damage-resistant materials FOUNDATION RELEASE ISSUED 12-9-24 *APPROVAL DPW DEFERRED- PROVIDE DOCUMENTATON OF APPROVAL IN ORDER TO OBTAIN STAMPED APPROVED DRAWINGS*",strict primary-plan filename | relevant permit scope
7833867,24-17262-NEWC,NEWC,strict,115,400 Celeste - RCC Stamped.pdf,"New 75,488sf, four-story apartment building consisting of 80 mixed income units. All work to be done as per plans.",strict primary-plan filename | relevant permit scope
7829555,24-30916-NEWC,NEWC,strict,115,4245 Maple Leaf - RCC Stamped.pdf,installation of 3 new EV charging stations including necessary electrical equipment and wiring @ Mayfair Apartment Complex. see attached engineering drawings and signed construction contracts. All work to be done as per plans.,strict primary-plan filename | relevant permit scope
7826313,24-31827-NEWC,NEWC,strict,115,"126 Harrison Ave - PRD, SWBNO approved (RCC stamped).pdf",New Build - Dental Office,strict primary-plan filename | relevant permit scope
9051789,24-33112-NEWC,NEWC,strict,115,5433 Crowder - RCC Stamped.pdf,New construction of a 6050sf 1-story day care center. All work to be done as per plans.,strict primary-plan filename | relevant permit scope
8182783,24-37443-NEWC,NEWC,strict,115,3401 Erato St - RCC Stamped.pdf,"New construction of at 3-story, 104,715sf apartment building. BW Cooper Senior is an affordable housing apartment building for seniors (all independent living). There are 103 one-bedroom apartments plus amenities including a community room, equipped laundry rooms, mail room, private fenced courtyard with walking paths and seating, bike parking, and EV charging stations. There is an existing building on site that was the original affordable housing and we are preserving, renovating, and making it the new leasing office. All work to be done as per plans. Affordable Housing Development",strict primary-plan filename | relevant permit scope
8752211,25-09943-NEWC,NEWC,strict,115,730 Fern - RCC Stamped.pdf,"NEW CONSTRUCTION OF A 3-STORY 6912SQFT MIXED-USE BUILDING ON A VACANT LOT. NEW SITE WORK, SIDEWALKS, LANDSCAPING; NEW FIRE SUPPRESSION, MECHANICAL, ELECTRICAL, AND PLUMBING SYSTEMS. ALL WORK TO BE DONE AS PER PLANS. **3-UNIT SMFA, COMMERCIAL**",strict primary-plan filename | relevant permit scope
8752190,25-10003-NEWC,NEWC,strict,115,7904 Maple - RCC Stamped.pdf,"NEW CONSTRUCTION OF 3-STORY, 6912 SQFT MIXED-USE BUILDING ON VACANT LOT. NEW SITE WORK, SIDEWALKS, LANDSCAPING; NEW FIRE SUPPRESSION, MECHANICAL, ELECTRICAL, AND PLUMBING SYSTEMS. ALL WORK TO BE DONE AS PER PLANS. **4-UNIT SMFA, COMMERCIAL** STORMWATER REVIEW ON PERMIT 25-09943 NEWC",strict primary-plan filename | relevant permit scope
8661675,25-10036-NEWC,NEWC,strict,115,NOFD Approved Plan Review.pdf,The move of the modular building was done under Permit #21-25670-TOVR and the permit was issued (see attached). In 2022 to an application for a renovation permit (Ref Code:P0RPHN) was filed for the building but the property owner (not GSS) didn’t have the funds to complete the work. Renovation permit (ref code: 1Y5NNR) was submitted in January but was denied because Jay considers the work to be new construction because the building was moved from one location to another. We are filing for a new construction permit to renovate the building and ensure building code life safety compliance for future use at its current location.,strict primary-plan filename | relevant permit scope
8267422,25-11087-NEWC,NEWC,strict,115,2025.04.09_202423_Joe Brown Park_CD-100-compressed SP RCC STAMPED.pdf,"The proposed project is a new carousel enclosure in Joe W. Brown Park. The enclosure is to include a full scale, operational carousel, a concession and tickets stand (for selling prepackaged goods - no food prep), and gathering areas around the interior and exterior of the carousel enclosure. The carousel includes a roof and walls to protect from the elements, but is not an air tight enclosure. New electrical and plumbing service are to be run to the carousel enclosure. PLEASE NOTE THE PERMIT ADDRESS HAD TO BE CHANGED DURING THE COURSE OF APPROVAL. THE CURRENT ADDRESS IS 50 JOE BROWN DR",strict primary-plan filename | relevant permit scope
8204609,25-13362-NEWC,NEWC,strict,115,2701 lawrence 25-13362 SP RCC STAMPED.pdf,"The project consists of a new detached 1-story building to house a constellation program on an existing school campus. It will house students with low incidence disabilities for grades Pre-K 4 through 4th grade. the building will have 10 new classrooms along with supporting infrastructure of restrooms, sensory rooms, therapy rooms, and administration area. The building will have modular building components built off-site and then cladding of brick and fiber cement panels, final roofing, and foundation built on site. Also, inclusive of this work will be a new car parking lot, a bus facility parking lot (ALTERNATES 1 & 2) , an artificial turf soccer field (ALTERNATE 5) and associated landscaping and fencing. PHASED RELEASE FOR FOUNDATION AND UNDERGROUND MEP IS RELEASED AS OF 6-9-25 PER CBO",strict primary-plan filename | relevant permit scope
9063633,25-33633-NEWC,NEWC,strict,115,3550 Memorial Park Dr - RCC Stamped.pdf,"NEW CONSTRUCTION OF A 3-STORY, 41,462 SF, (50) UNIT MULTI-FAMILY APARTMENT BUILDING. ALL WORK TO BE DONE AS PER PLANS",strict primary-plan filename | relevant permit scope
8818453,26-00664-NEWC,NEWC,strict,115,25201_Civil Permit Set(Revised).pdf,New Construction - 5 Story Hotel,strict primary-plan filename | relevant permit scope
3029706,17-32126-RNVS,RNVS,strict,108,2301 St.Claude Avenue-A1.0.pdf,"Tenant renovation of an existing warehouse into a 3540 sq ft convenience store with storage at rear. Remove existing roof that covered as gas station equipment, as per plans and HDLC approval. Temporary Certificate of Occupancy for 60 days until 10/28/2019",architectural sheet filename | relevant permit scope | renovation permit
3753929,18-24254-RNVS,RNVS,strict,108,1518_A1_REV_1.7.19.pdf,"Renovation and addition to existing 1-story building shell and framing only to accomodate a second story for future residential use. Ground level whitebox to be built out under separate Conditional Use approval in the future. NO USE AND OCCUPANCY Permit extended (5) calendar periods until February 25, 2025 Permit extended (2) 180 day periods until Aungust 19, 2026. THIS IS THE FINAL EXTENSION. IF WORK IS NOT COMPLETE BY AUGUST 19, 2026 A NEW PERMIT MUST BE FILED.",architectural sheet filename | relevant permit scope | renovation permit
4049618,18-33307-RNVS,RNVS,strict,108,500 St. Peter - VCC and RCC Stamped.pdf,"Restoration and repair to the second floor exterior gallery of the Upper Pontalba Apartment Building - the scope includes only exterior repairs to the perimeter gallery beam, downspout repair and gallery decking repairs.",strict primary-plan filename | renovation permit
3758641,18-37697-RNVS,RNVS,strict,108,820 Poydras - HDLC and RCC Stamped.pdf,SPRINT is removing 3 antenna/coax and installing 3 new technology antennas/coax lines (same elevation and same center line as existing). NO electrical upgrades required. NO mechanical equipment to be installed.,strict primary-plan filename | renovation permit
3879852,19-03521-RNVS,RNVS,strict,108,18029_MarqueeNOLA_A3.03.pdf,Exterior Courtyard Renovation as per plans. ***Sign will require separate sign permit.,architectural sheet filename | relevant permit scope | renovation permit
3931653,19-05446-RNVS,RNVS,strict,108,3909 Tchoupitoulas - RCC Stamped.pdf,Removal and replacement of 2nd story column supported exterior walkway and 2 stairs.,strict primary-plan filename | renovation permit
4038136,19-08947-RNVS,RNVS,strict,108,1200 Poydras - RCC Stamped.pdf,"Provide concrete work based on drawings, specifications, and notes labeled 1200 Poydras Street dated 2/16/2019 by Morphy Makofsky Engineers.",strict primary-plan filename | renovation permit
4138398,19-11121-RNVS,RNVS,strict,108,4001 Baronne - RCC Stamped.pdf,Conversion of second floor unoccupied space into offices/business occupancy. Existing roof and exterior wall panels will be replaced in their entirety.,strict primary-plan filename | renovation permit
3988173,19-11795-RNVS,RNVS,strict,108,A-3.pdf,1400sqft Addition and structural renovation to a existing multi family dwelling,architectural sheet filename | relevant permit scope | renovation permit
4137892,19-12445-RNVS,RNVS,strict,108,533 St Maurice - HDLC and RCC Stamped.pdf,"NO USE AND OCCUPANCY. Repair failing side wall of corner store building. See attached detail, and repair/replace to match existing structure. Replace roof with asphalt shingle roof and TPO roof at the flat roof in the rear location. Repair/Replace existing windows to match size, shape, and profile. Repair/Replace doors to match size and shape. Any new doors and windows will be submitted for HDLC review. Repair/replace all weatherboards with new wood weatherboards matching existing size and shape. All repaired/new wood trim to be wood. Repair gutters and downspouts. Repoint brick foundation as necessary. Stucco foundation as required and determined by HDLC director.",strict primary-plan filename | renovation permit
4123128,19-14967-RNVS,RNVS,strict,108,616 St Peter - VCC and RCC Stamped.pdf,"Re-locating existing columns at ground floor along Chartres Street, replacing gallery deck and installing awning at upper gallery along Chartres and St. Peters St per VCC. Work also approved under Permit No. 18-19734-VCGEN, approved by the Vieux Carre Commission at the 09/12/18 hearing.",strict primary-plan filename | renovation permit
4609660,19-23850-RNVS,RNVS,strict,108,701 Tchoupitoulas - HDLC and RCC Stamped.pdf,"The proposed work consists of the expansion of an existing gallery to the late 19th Century, two story, masonry and wood framed building. The expansion would add about 400 square feet to the existing 423 square feet gallery, which is on Tchoupitoulas Street. It would wrap around the corner onto Girod Street. The gallery would be a metal structure, with decorative metal posts, and handrails to match the existing gallery. New composite decking will be installed throughout the entire gallery. A set of French doors will be added at the location of an existing window to access the second floor of the gallery.",strict primary-plan filename | renovation permit
4316271,19-24931-RNVS,RNVS,strict,108,4636 Magazine - RCC Stamped.pdf,"RENOVATE EXISTING HISTORIC CHURCH. ADD HANDICAP RESTROOMS ON FIRST AND SECOND FLOOR. ADD ELEVATOR. ADD FIRE RATED STAIR FROM FIRST TO SECOND FLOORS. ADD NEW MONITORED ALARM SYSTEM. NEW MECHANICAL, ELECTRICAL & PLUMBING. REPAIR / RESTORE EXTERIOR & PAINT",strict primary-plan filename | renovation permit
4729650,19-36249-RNVS,RNVS,strict,108,616 Conti - VCC and RCC Stamped.pdf,"PHASE 1 - Selective stucco/paint removal and tuck point of exterior brick, repair and repaint exterior windows, shutters and doors to keep/match existing. Replace roof, gutters and downspouts of main building. Replace vinyl windows with wood frame windows to match existing at main building. Installation of security cameras and exterior lighting fixtures. NO USE AND OCCUPANCY UNDER THIS PERMIT",strict primary-plan filename | renovation permit
4481100,20-00921-RNVS,RNVS,strict,108,A1.pdf,Structural renovation of an existing 2870sq ft 1-stry commercial building as per plans.,architectural sheet filename | relevant permit scope | renovation permit
4583349,20-27965-RNVS,RNVS,strict,108,1614 Esplanade - HDLC and RCC Stamped.pdf,"Elevate 2950 sq ft structure approximately 36"" from existing height. STRUCTURAL/SHORING WORK ONLY. White box build-out under 19-28328. No use/occupancy under this permit.",strict primary-plan filename | renovation permit
4539772,20-33502-RNVS,RNVS,strict,108,3700 and 3734 Tulane - RCC Stamped.pdf,"THE SCOPE OF WORK FOR THIS PROJECT IS ASSOCIATED WITH REPAIRS TO THE BRICK MASONRY FACADE OF THE EXISTING TWO STORY BUILDING STRUCTURES LOCATED AT 3700 & 3734 TULANE AVENUE. SCOPE OF WORK IS LIMITED IN EXTENTS, TO THE NORTH AND EAST FACADES OF 3700 AND THE NORTH AND WEST FACADES OF 3734.",strict primary-plan filename | renovation permit
4611312,20-39838-RNVS,RNVS,strict,108,901 Barthalomew Cover Sheet A1 _ 2. 2nd FLOOR (1).pdf,"Interior: Complete interior renovation of Non-Structural wood frame partitions at first and second level. Convert 1st level to 7 proposed office rentals and 2nd level converting office space to 5 residential lease spaces. Exterior revisions: 1st level additions of new entry store front conversions, 2nd level remove existing windows with casement windows and revised brick trim per plan. Note: Entire building to be freshly painted.",architectural sheet filename | relevant permit scope | renovation permit
4695792,20-43394-RNVS,RNVS,strict,108,A3.2.pdf,Renovations to interior and exterior on existing building(s) as a live/work space for an interior design firm. Remediation of previous owner modifications to structural framing.,architectural sheet filename | relevant permit scope | renovation permit
5050202,20-44770-RNVS,RNVS,strict,108,1125 St Mary -HDLC and RCC Stamped.pdf,"Removal and replacement of leaning protion of parapet wall and failed roof flashing, design intent is to match all existing historical features and building standards. Work to be done as per pland and as per HDLC approval;.",strict primary-plan filename | renovation permit
4737758,20-49199-RNVS,RNVS,strict,108,Demolition Sheet A-1_Revised 09-02-2020.pdf,"Interior and Exterior Renovations and addition to an existing (1) story residential building and conversion to a 2279 sq ft medical clinic as per plans. Structural work includes a rear and second floor addition. All new Mechanical, Electrical, and Plumbing.",architectural sheet filename | relevant permit scope | renovation permit
5057155,21-13559-RNVS,RNVS,strict,108,M3_530 Bourbon St - VCC CD set scope of work coverletter 6-15-21.pdf,"MINOR EXTERIOR REPLACEMENT OF EXISTING NON-CONFORMING VCC WORK IN PLACE - WINDOWS, DOORS, COLUMNS, AND SHUTTERS.",strict primary-plan filename | renovation permit
5164156,21-22026-RNVS,RNVS,strict,108,HDLC Approved Documents (RCC stamped).pdf,Foundation Repair,strict primary-plan filename | renovation permit
5153377,21-22931-RNVS,RNVS,strict,108,Approved Plans.pdf,"Replace ""12"" pier systems - Replace ""10"" ft of damaged sister floor joists on the back porch, rear of home - Replace 120 ft of damaged sill - All new footing will measure 16"" D x 24"" W x 26""L. Using #5 steel reinforce rebar and poured 4,000 PSI concrete, all piers will measure 8"" D x 16""CMU. Piers blocks are built to sill and shimmed with concrete board and capped Aluminum termite pans with hurricane straps of perimeter piers.",strict primary-plan filename | renovation permit
5166365,21-25758-RNVS,RNVS,strict,108,1245 Constance - HDLC and RCC Stamped.pdf,"Repairs from IDA Storm: new roof shingles, replace fascia boards, replace deck boards, rebuild gable vents. In old set of drawings with elevations you will be able to see in blue the repairs being done to the building for reference.",strict primary-plan filename | renovation permit
5320605,21-31169-RNVS,RNVS,strict,108,A3.1 GENERAL DETAILS_011022.pdf,"INTERIOR RENOVATIONS TO EXISTING 2 STORY BUILDING, INCLUDING STRUCTURAL REINFORCEMENT OF EXISTING FLOOR JOISTS AS PER PLANS. ABSOLUTELY NO EXTERIOR WORK UNDER THIS PERMIT. EXTERIOR WORK UNDER 21-27787 NO EXTERIOR WORK WITHOUT VCC APPROVAL. **FINAL INSPECTION** Need FEMA EC to verify lowest floor is 18inches above the curb BFE +5.29 NAVD",architectural sheet filename | relevant permit scope | renovation permit
5678602,22-02468-RNVS,RNVS,strict,108,522 Bourbon - VCC and RCC Stamped.pdf,Replacing steel bars cantilevering from the masonry wall. The final change will not change the look or appearance.,strict primary-plan filename | renovation permit
5507018,22-08341-RNVS,RNVS,strict,108,500 Lake Marina - RCC Stamped.pdf,"STUCTURAL REPAIR TO NORTH BRICK WALL AND BALCONIES. NO MECHANICAL, ELECTRICAL, OR PLUMBING. BALCONY WORK ON UNITS 325, 425, 327, 427, 329, 429 WALL WORK ON UNIT 230",strict primary-plan filename | renovation permit
5562092,22-10070-RNVS,RNVS,strict,108,21-27_CD_NS_A0.0_5-19-22.pdf,Construct 787 SF 2nd story addition to existing offices per plans.,architectural sheet filename | relevant permit scope | renovation permit
5552889,22-15055-RNVS,RNVS,strict,108,921 Elysian Fields - HDLC and RCC Stamped.pdf,"Remove existing rotten support beams in front left elevation of home and install new pressure treated 6"" x 6"" support beams.",strict primary-plan filename | renovation permit
5646352,22-20779-RNVS,RNVS,strict,108,522 Bourbon - RCC Stamped.pdf,Install new structural wall brackets on third and fourth level of existing brick observation tower. No work to exterior.,strict primary-plan filename | renovation permit
6086333,22-22567-RNVS,RNVS,strict,108,FINAL PARKING 4622_monday_A1_leased parking_rev4.7.23.pdf,"Buildout of a catering kitchen and ancillary areas inside an existing 10,000 sf warehouse building. Area of buildout is 4291 sf. Includes 2 new kitchen hoods and equipment, new employee breakroom buildout, storage, 2 new walk-in cooler/freezers, and a new concrete curb at perimeter of building and floodgates at openings for floodproofing. Part of a parcel with a permitted standard restaurant operation on site already.",architectural sheet filename | relevant permit scope | renovation permit
5720806,22-22985-RNVS,RNVS,strict,108,220902 LFES Hurr Ida Repais A1.00 Reissue.pdf,"Interior and exterior repairs of existing elementary school building and grounds due to damage sustained by Hurricane Ida including roof, roof accessory repairs and replacement, ceiling repairs, lighting control system repairs and cleaning.",architectural sheet filename | relevant permit scope | renovation permit
6059382,22-24525-RNVS,RNVS,strict,108,601 Chartres - VCC and RCC Stamped.pdf,Emergency repair of balcony damaged by truck as per stamped drawings.,strict primary-plan filename | renovation permit
5753478,22-28633-RNVS,RNVS,strict,108,701 Elysian Fields New Orleans Signed_Stamped (RCC stamped).pdf,Pier foundation repair. NO EXTERIOR WORK APPROVED UNDER THIS PERMIT.,strict primary-plan filename | renovation permit
5822132,22-30369-RNVS,RNVS,strict,108,1137 Chartres - RCC Stamped.pdf,"In-kind replacement of rotted wood outriggers. Includes replacement of modern 2x structure with historic outriggers that match original, existing members. In coordination with several VCC applications.",strict primary-plan filename | renovation permit
5822149,22-30371-RNVS,RNVS,strict,108,1133 Chartres - RCC Stamped.pdf,"In-kind replacement of rotted wood outriggers. Includes replacement of modern 2x structure with historic outriggers that match original, existing members. In coordination with several VCC applications.",strict primary-plan filename | renovation permit
5822152,22-30373-RNVS,RNVS,strict,108,1130 Chartres - RCC Stamped.pdf,"In-kind replacement of rotted wood outriggers. Includes replacement of modern 2x structure with historic outriggers that match original, existing members. In coordination with several VCC applications.",strict primary-plan filename | renovation permit
5959788,22-34811-RNVS,RNVS,strict,108,HDLC Approved__2217_1116_NOAuctionWarehouse_PermitSet (RCC stamped).pdf,Restoration of a historic masonry building which houses an auction house.,strict primary-plan filename | renovation permit
6172740,23-02738-RNVS,RNVS,strict,108,2000-02 JOSEPHINE STREET-A1.pdf,"Renovation to 2000-2002 Josephine as per plans. Electrical, Plumbing, Flooring and HVAC. Permit Rescinded 8-10-23 because the new contract amount requires compliance with the base flood elevation. Permit Reinstated 8-17-23 Permit extended (3) 180 day periods until August 17, 2025 Permit extended (2) 180 day Periods until August 17, 2026 As of September 12, 2025 the contractor is Hebert Fisher IV (H Fisher Properties LLC) As of November 12, 2025 Hebert Fisher IV (H Fisher Properties LLC) is no longer the contractor on this project.",architectural sheet filename | relevant permit scope | renovation permit
5965509,23-03318-RNVS,RNVS,strict,108,522 Montegut Street - ARC Package - 2023.02.03.pdf,Penthouse addition to an existing 4 story multi-family building,strict primary-plan filename | renovation permit
7693296,23-13741-RNVS,RNVS,strict,108,329NDIAMOND_A-2.01 REVISED 241108 (RCC).pdf,Renovation of existing vacant warehouse to convert to 2-story hotel.,architectural sheet filename | relevant permit scope | renovation permit
6217680,23-17834-RNVS,RNVS,strict,108,1-CS thru A4.6_6-28-23.pdf,CONVERT EXISTING SCHOOL INTO AN OFFICE BUILDING.,architectural sheet filename | relevant permit scope | renovation permit
6618188,23-25859-RNVS,RNVS,strict,108,4336 Magazine - RCC Stamped.pdf,Repairs and restoration to existing historic gallery/roof. No change of use. No additions. No change in footprint. No change in plan configuration. All work per attached drawings.,strict primary-plan filename | renovation permit
6458297,23-28302-RNVS,RNVS,strict,108,Plume Algiers Expansion-2023 - A-1.pdf,Knocking down two walls to incorporate current residential space into what is already commercial space. And building a new additional wall to divide commercial space and residential space.,architectural sheet filename | relevant permit scope | renovation permit
6819815,23-28335-RNVS,RNVS,strict,108,317 Baronne_HDLC Approved_4.1.24 (RCC stamped).pdf,Installation of a retractable awning system installed at the rooftop pool area NO LIGHTING INCLUDED IN THE PERMIT ELECTRICAL ADDED TO THE PERMIT ON 6-17-24,strict primary-plan filename | renovation permit
6481991,23-30802-RNVS,RNVS,strict,108,Rouses Market No.29 - rdcd Construction Documents (RCCstamped).pdf,"Remove existing rooftop refrigeration equipment and replace with new rooftop refrigeration equipment, modify structural steel roofdeck to accommodate new refrigeration equipment layout including electrical and controls.",strict primary-plan filename | renovation permit
6540913,23-31331-RNVS,RNVS,strict,108,"REVISED Area Diagram Plan, Updated (RCC stamped.pdf",RENOVATE EXISTING RESTARAUNT WITH ELECTRICAL AND PLUMBING UPGRADES. Zoning Inspection required prior to issuance of CO,strict primary-plan filename | renovation permit
6824318,24-01391-RNVS,RNVS,strict,108,522 Bourbon - VCC and RCC stamped.pdf,Repair tower by adding tie rods and repair exterior brick - see attached drawings. We had a previous permit but the owner would like to use the attached structural system instead. The repairs are different from the original approved plans. Work to be done as per new approved plans.,strict primary-plan filename | renovation permit
7608219,24-03784-RNVS,RNVS,strict,108,1124 Leboeuf - 24-03784 sp rcc stamped.pdf,"Church Addition for new fellowship hall. New Framing, New Electrical, New Plumbing, New HVAC.",strict primary-plan filename | renovation permit
7061090,24-05468-RNVS,RNVS,strict,108,1109 Decatur - VCC and RCC Stamped.pdf,Installation of new slate roofing. Installation of new inline vent fan for kitchen hood.,strict primary-plan filename | renovation permit
6685017,24-06282-RNVN,RNVN,strict,108,618 Conti Coffee Permit Set 03052024 (RCC stamped).pdf,Build-out of a ground floor Coffee Shop.,strict primary-plan filename | renovation permit
7697601,24-06748-RNVS,RNVS,strict,108,600 Baronne_HDLC Approved_11.11.24 (RCC stamped).pdf,"Proposed modifications to the corner building entry, additional windows at the Lafayette St Side, and the 3rd floor roof enclosure at the rear of the property.",strict primary-plan filename | renovation permit
6842202,24-07972-RNVS,RNVS,strict,108,641 Bourbon Street_S1 (RCC stamped).pdf,install steel frame and masonry tie back system to stabilize the buckling masonry wall. Retuckpoint with VCC approved mortar after masonry repairs by others.,strict primary-plan filename | renovation permit
8013549,24-16557-RNVS,RNVS,strict,108,1644 N VILLERE 24-16557 sp rcc stamped.pdf,Rehabilitation to existing historic church *FINAL INSPECTION* Need FEMA elevation certificate BFE +3.3 NAVD,strict primary-plan filename | renovation permit
7865832,24-17157-RNVS,RNVS,strict,108,3008 Holiday 24-17157 SP RCC STAMPED.pdf,Renovate existing Winn Dixie to house ALDI grocery store,strict primary-plan filename | renovation permit
7345908,24-18766-RNVS,RNVS,strict,108,STAMPED PDF. AT T MOBILITY 412649 N. CLAIBORNE AVENUE LA (OAA769645_C6_10). MOD (RCC stamped).pdf,An existing 100-foot monopole cell tower with a proposed 18-foot extension and structural reinforcement.,strict primary-plan filename | renovation permit
8324298,24-18902-RNVS,RNVS,strict,108,1178.04_Lafitte_A101-2017_Final_250627.pdf,Residential renovation of historic building.per plans. (1) office and (6) apartments. *FINAL INSPECTION* FEMA elevation certificate BFE +1.3 NAVD including M&E,architectural sheet filename | relevant permit scope | renovation permit
7461036,24-20423-RNVS,RNVS,strict,108,Approval Ticket Booth repair 07.2024 (RCC stamped).pdf,"Repair the existing Joy Theater ticket booth, replace the main entry storefront, and paint the exterior soffit to match the existing. The items being repaired were damaged by a vehicle accident.",strict primary-plan filename | renovation permit
7531996,24-20455-RNVS,RNVS,strict,108,2024.07.25 - 725 St. Louis VCC SP RCC STAMPED.pdf,Install 6 wall ties to the exterior wall and repair damaged brick and stucco,strict primary-plan filename | renovation permit
7525948,24-23392-RNVS,RNVS,strict,108,JKMSY00123A_FinalStampedCDs_20240719094210 (RCC stamped).pdf,DISH Wireless installation of antenna and equipment to an existing rooftop location.,strict primary-plan filename | renovation permit
7640058,24-29172-RNVS,RNVS,strict,108,3530 Toulouse 24-29172 SP RCC STAMPED.pdf,Repair exterior porch.,strict primary-plan filename | renovation permit
7644262,24-32150-RNVS,RNVS,strict,108,2024 092 S2.0 SS (RCC stamped).pdf,Repair existing exterior porch.,strict primary-plan filename | renovation permit
7663036,24-32612-RNVS,RNVS,strict,108,JKMSY00125A_FinalStampedCDs_20240802151501 (RCC stamped).pdf,This is an existing self support tower that Dish Wireless is co-locating on. No change to height of tower.,strict primary-plan filename | renovation permit
7731411,24-35754-RNVS,RNVS,strict,108,24_1122 Split Second Fitness - Construction Documents.pdf,Conversion of warehouse and kitchen cabinet showroom to fitness center and support administrative offices,strict primary-plan filename | renovation permit
7759937,24-36940-RNVS,RNVS,strict,108,Richs Wash Dat - Earhart Construction Documents 12-6-2024 (RCC stamped).pdf,Creation of a street exit for an exiting car wash that only has one way in and out for primary circulation. New exit to use existing curb cut. Relocation of a dumpster for direct street access for collection new curb cut.,strict primary-plan filename | renovation permit
7779629,24-36948-RNVS,RNVS,strict,108,1123 Marais St_CD_12.5.24_STAMPED (RCC stamped).pdf,Existing principal Bed and Breakfast. Work includes the installation of a 2 hour fire rated wall assembly and fire rated egress doors.,strict primary-plan filename | renovation permit
7953453,25-00995-RNVN,RNVN,strict,108,000_New Orleans_LA_A0.0 Cover Sheet-A0.0.pdf,A new Burlington store tenant interior build out combining and converting two previous matt tenant spaces. This project also includes minor interior facade work at the main entrance from the mall.,architectural sheet filename | relevant permit scope | renovation permit
7845514,25-01735-RNVS,RNVS,strict,108,241118 - Butler Snow - New Orleans - Issue for Permit (RCC stamped).pdf,addition of new demising wall to divide suite 2700 and give remaining space back to Landlord.,strict primary-plan filename | renovation permit
7854352,25-02242-RNVS,RNVS,strict,108,Permit Set .pdf,Install secondary glycol refrigeration system and replace refrigerated cases,strict primary-plan filename | renovation permit
8171187,25-04041-RNVS,RNVS,strict,108,2025.05.24 - 718 Bourbon VCC SP RCC STAMPED (1).pdf,THE SCOPE OF THIS PROJECT IS A STRUCTURAL ROOF REPAIR AND DORMER RECONSTRUCTION OF EXISTING TWO STORY BUILDING WITH BUILT-OUT ATTIC. TO BE DONE AS PER SCOPE.,strict primary-plan filename | renovation permit
8171454,25-10974-RNVS,RNVS,strict,108,2110 Cypress Acres Dr BUILDING 5 -sp rcc stamped.pdf,MINOR STRUCTURAL SCOPE ADDED TO PERMIT #24-16244-RNVN - NO OTHER CHANGE - See plan notes and estimate.,strict primary-plan filename | renovation permit
8148833,25-12550-RNVS,RNVS,strict,108,Baroness on Bayou Rd-Holding bar calcs A-1.3.pdf,Interior renovation with minor structural improvement (roof of kitchen to hold equipment) of an existing 3500 square foot building into a restaurant use per plans.,architectural sheet filename | relevant permit scope | renovation permit
8304398,25-12968-RNVN,RNVN,strict,108,HDLC &amp; PRC Approved__250404-2307-Theo Sundeck-Ph 3-Permit Set (RCC).pdf,Phase 3 - Reconstruction of sundeck roof paver system and fitness center.,strict primary-plan filename | renovation permit
8654769,25-14490-RNVS,RNVS,strict,108,WFBDS2025_A010 FIXTURE PLAN_052825.pdf,"THE PROJECT SCOPE CONSISTS OF THE INTERIOR REMODEL TO AN EXISTING 28,511 SF WHOLE FOODS MARKET LOCATED AT 300 N BROAD STREET IN NEW ORLEANS, LA. THE PROJECT INCLUDES BUT IS NOT LIMITED TO THE MODIFICATION OF EXISTING CHECKOUT EQUIPMENT, FOOD SERVICE EQUIPMENT, AND RETAIL SHELVING AS INDICATED WITHIN THESE DOCUMENTS. THE PROJECT WILL ALSO REQUIRE ELECTRICAL, PLUMBING, AND REFRIGERATION SYSTEMS TO BE MODIFIED TO ACCOMMODATE AND SERVE NEW EQUIPMENT AND PLAN LAYOUT. THERE WILL BE NO CHANGE IN OCCUPANCY, USE, EXITS OR TRAVEL DISTANCE.",architectural sheet filename | relevant permit scope | renovation permit
8288637,25-17284-RNVS,RNVS,strict,108,938 Lafayette_HDLC Approved_6.23.25 SP RCC STAMPED.pdf,Structural repairs to existing building,strict primary-plan filename | renovation permit
8407547,25-20935-RNVS,RNVS,strict,108,2025.08.01 - 520 St Louis VCC approved cornice reconstruction SP RCC STAMPED (1).pdf,"EMERGENCY PERMIT TO REBUILD COLLAPSED BRICK CORNICE TO MATCH EXISTING CORNICE IN BRICK TYPE, DETAIL AND MORTAR. REPLACE ROTTTED RAFTER TAILS ON EXISTING ROOF AND REPLACE MATCHING EXISTING SLATE AS NECESSARY TO MAKE WEATHER TIGHT",strict primary-plan filename | renovation permit
